fonte_de_recursos,valor_despesas,indice_despesas,nome_despesas
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,94404.26,33903691,LOCACAO DE IMOVEIS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,6875704.01,33903795,SERVICOS DE VIGILANCIA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,1130654.67,33903796,SERVICOS DE LIMPEZA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,2273969.46,33903903,CONDOMINIOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,3665194.88,33903906,VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,4000.0,33903914,EXAMES LABORATORIAIS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,29646.68,33903915,LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,916685.01,33903918,PROPAGANDA/PUBLICIDADE
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,596001.77,33903919,LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,654.0,33903920,INSTAL.MANUT.DE EQUIP.DE INFORM TRANSF88
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,333981.0,33903921,SERVICOS DE COMUNICACAO DE DADOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,216093.25,33903925,SERVICOS DE CORREIOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,12892.02,33903926,PUBLICIDADE LEGAL
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,10318.25,33903927,GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,81295.79,33903936,"DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO"
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,60642.49,33903940,FRETES E TRANSPORTES
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,53060.35,33903942,SEGURO DE VIDA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,30739.5,33903943,"ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM"
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,53995.0,33903944,SEGURO DE VEICULO
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,118343.86,33903945,OUTROS SEGUROS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,8360674.43,33903946,"SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO"
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,124518.41,33903949,ESTAGIARIOS CONTRATADOS POR INSTITUICOES
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,2112819.6,33903950,SERVICOS DE MONITORIA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,54500.0,33903952,PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,1750.0,33903954,"CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES"
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,3059.25,33903956,ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,3800.0,33903958,"AUDIO,VIDEO,FOTO E PROJECAO"
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,9970.0,33903961,CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,899.0,33903962,CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,34590.26,33903963,"INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI"
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,2640.04,33903965,"SERVICOS DE COPA, COPEIRAGEM"
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,866509.51,33903973,FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,1284603.09,33903979,CONSERVACAO E MANUTENCAO DE IMOVEIS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,1527322.96,33903980,CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,9000.0,33903981,REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,161732.65,33903982,CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,700455.26,33903983,SERVICOS GRAFICOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,964060.83,33903991,LOCACAO DE IMOVEIS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,47950.27,33903992,DESPESAS MIUDAS E DE PRONTO PAGAMENTO
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,277025.84,33903993,VERBA DE REPRESENTACAO
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,19408363.8,33903999,OUTROS SERVICOS DE TERCEIROS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,182262.32,33904007,MANUTENçãO DE SOFTWARE
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,7382.79,33904010,ATUALIZ.OU AQUIS.LICENçA E CESSãO DE SOFTWAR
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,977445.55,33904012,SUPORTE A USUáRIOS DE TI
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,10140.5,33904015,MANUTENçãO DE EQUIPAMENTOS DE TI
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,808.79,33904016,COMUNICAçãO DE DADOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,179889.34,33904018,SALA COFRE
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,15993466.75,33904090,SERVIçOS DE TECNOLOGIA DA INFORMAçãO
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,631984.33,33904710,CONTRIBUICOES P/FORMACAO DO PASEP/PIS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,1001884.26,33904720,OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,679.0,33904722,OUTRAS TAXAS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,927378.09,33905011,ENERGIA ELETRICA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,178933.24,33905012,TELEFONIA FIXA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,86500.79,33905013,AGUA E ESGOTOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,624.49,33905014,GAS ENCANADO
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,285395.4,33905015,OUTROS SERVICOS DE UTILIDADE PUBLICA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,7102.07,33905017,TELEFONIA MOVEL CELULAR
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,36699.0,33909211,VALE-REFEICAO
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,81064.7,33909212,ALIMENTACAO PREPARADA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,34107.44,33909214,LIMPEZA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,108075.69,33909215,VIGILANCIA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,2350.27,33909216,ENERGIA ELETRICA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,22223.93,33909217,TELEFONIA
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,5773488.49,33909220,OUTRAS DESPESAS DE EXERCICIOS ANTERIORES
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,920982.3,33909301,INDENIZACOES E RESTITUICOES DIVERSAS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,1760933.08,33919301,INDENIZACOES E RESTITUICOES DIVERSAS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,36910.0,44903515,SERVICOS DE CONSULT.ASSESS.PARA INVESTIMENTO
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,4902.36,44903999,OUTROS SERVICOS DE TERCEIROS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,2384246.02,44904062,AQUISIçãO DE SOFTWARE
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,46925.0,44904064,COMUNICAçãO DE DADOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,1303814.32,44905110,ESTUDOS E PROJETOS
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,445327.83,44905112,INSTALACOES
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,9367477.54,44905130,EXECUCAO DE OBRAS E INSTALACOES
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,6860879.18,44905220,EQUIPAMENTOS DE TECNOLOGIA DA INFORMACãO
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,58334.35,44905231,MAQUINAS E MOTORES
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,1039783.41,44905232,MOBILIARIO EM GERAL
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,35774.36,44905233,"MATERIAL EDUCATIVO,CULTURAL E RECREATIVO"
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,13172930.93,44905234,OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,87421.07,44905235,"EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO"
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,4500.0,44905242,AQUISICAO DE SOFTWARE PRONTO
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,470800.0,44909201,OUTRAS DESPESAS DE EXERCICIOS ANTERIORES
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,9309014.41,31901112,PESSOAL CIVIL PAGO PELA UNIDADE
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,605275.1,31901129,PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,460496.9,31901131,PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,2495636.8,31901312,OUTRAS CONTRIBUICOES DE PREV.SOCIAL
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,1791769.52,31901313,FUNDO DE GARANTIA POR TEMPO DE SERVICO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,128638.17,31901322,PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,1289880.14,31901323,PREVIDENCIA SOCIAL/PESSOAL CLT
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,1521.43,31901613,HORA EXTRA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,2589964.76,31901616,DESPESAS EVENTUAIS DE PESSOAL CIVIL
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,247676.0,31909412,INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,32634812.0,33413901,TRANSFERENCIAS PARA SERVICOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,112585453.92,33504380,SERVICOS DE SAUDE-GESTAO MUNICIPIOS-ENTIDADE
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,655135.78,33901401,DIARIAS PESSOAL CIVIL
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,716521.12,33901416,DIARIAS NO EXTERIOR
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,3403049.19,33901801,AUXILIO FINANCEIRO A ESTUDANTES
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,1281937.34,33901803,AUX.FIN.A ESTUD.CONCEDIDO PELAS UNIV.PAULIST
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,37091224.8,33902001,AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,70947.74,33902002,AUXíLIO FINAN.A PESQUISADORES-PESQ.COLETIVA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,38978187.84,33903010,GENEROS ALIMENTICIOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,3198.0,33903013,"MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA"
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,468.72,33903014,MATERIAL DE LIMPEZA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,10599.5,33903015,ARTIGOS DE HIGIENE PESSOAL
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,876.2,33903016,MATERIAL DE ACONDICIONAMENTO E EMBALAGEM
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,2171.58,33903021,GASOLINA AUTOMOTIVA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,5049.84,33903022,DIESEL AUTOMOTIVO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,687.25,33903023,ETANOL AUTOMOTIVO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,13447.0,33903028,DIESEL AUTOMOTIVO-REEMBOLSO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,2261.56,33903030,MEDICAMENTOS E INSUMOS FARMACEUTICOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,400360.45,33903031,"MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO"
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,985039.15,33903032,MATERIAL DE USO LABORATORIAL
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,257.6,33903034,MATERIAL DE USO VETERINARIO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,753.05,33903039,MATERIAL ESPORTIVO E DE LAZER
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,8781644.06,33903040,MATERIAL EDUCATIVO E CULTURAL
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,43729.76,33903041,MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,76.0,33903042,MATERIAL PARA FOTOGRAFIA E FILMAGEM
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,164038.77,33903050,PECAS DE REPOSICAO E ACESSORIOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,1508.73,33903052,MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,1913.04,33903054,MATERIAL INSTALACAO ELETRICA E ELETRONICA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,74703.0,33903060,MATERIAIS E SUPRIMENTOS DE INFORMATICA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,27925.24,33903061,PECAS E ACESSOR.E COMPONENTES DE INFORMATICA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,292469.89,33903062,MUNICOES E EXPLOSIVOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,14742.0,33903080,"ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM"
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,2970.0,33903081,ALIMENTOS PARA ANIMAIS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,43802.83,33903090,OUTROS MATERIAIS DE CONSUMO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,6945559.0,33903101,PREMIO EM PECUNIA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,1985103.65,33903342,PASSAGENS AEREAS        EXERCICIO ANTERIOR.
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,515735.23,33903343,"LOCACAO DE VEICULOS,AERONAVES E OUTROS"
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,18284.43,33903345,OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,3720239.28,33903611,OUTRAS REMUNERACOES DE SERVICOS PESSOAIS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,57961.66,33903612,ENCARGOS SOCIAIS E OBRIGACOES FISCAIS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,4832.88,33903613,ESTAGIARIOS DIRETAMENTE CONTRATADOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,738708.49,33903616,AJUDA DE CUSTO A COLABORADORES EVENTUAIS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,320.0,33903618,ETAPAS PAGAS A COLABORADORES EVENTUAIS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,645201.28,33903795,SERVICOS DE VIGILANCIA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,138793.13,33903796,SERVICOS DE LIMPEZA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31741.94,33903799,OUTROS SERVICOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,4000.0,33903914,EXAMES LABORATORIAIS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,18084.77,33903918,PROPAGANDA/PUBLICIDADE
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,203100.0,33903919,LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,9468.3,33903926,PUBLICIDADE LEGAL
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,3611.08,33903945,OUTROS SEGUROS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,12272.0,33903954,"CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES"
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,41212.43,33903955,INSCRICOES EM EVENTOS DIVERSOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,25432.9,33903956,ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,146150.0,33903958,"AUDIO,VIDEO,FOTO E PROJECAO"
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,4125382.33,33903961,CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,340000.0,33903979,CONSERVACAO E MANUTENCAO DE IMOVEIS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,764959.59,33903980,CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,6908783.15,33903983,SERVICOS GRAFICOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,110800.0,33903991,LOCACAO DE IMOVEIS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,3159451.29,33903999,OUTROS SERVICOS DE TERCEIROS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,3504.06,33904007,MANUTENçãO DE SOFTWARE
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,96808.68,33904010,ATUALIZ.OU AQUIS.LICENçA E CESSãO DE SOFTWAR
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,161947.0,33904015,MANUTENçãO DE EQUIPAMENTOS DE TI
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,140138.8,33904019,SERVIçOS DE DIGITAçãO E PREPARAçãO DE DADOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,278002.86,33904090,SERVIçOS DE TECNOLOGIA DA INFORMAçãO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,39934.79,33905011,ENERGIA ELETRICA
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,35527.86,33905013,AGUA E ESGOTOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,3292.76,33909220,OUTRAS DESPESAS DE EXERCICIOS ANTERIORES
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,2598.6,33909221,DIARIAS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,1132763.79,33909301,INDENIZACOES E RESTITUICOES DIVERSAS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,2100.0,33909315,AJUDA DE CUSTO-PESSOAL CIVIL
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,50000.0,44905112,INSTALACOES
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,14410767.22,44905130,EXECUCAO DE OBRAS E INSTALACOES
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,1623626.13,44905210,VEICULOS DIVERSOS
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,383739.0,44905220,EQUIPAMENTOS DE TECNOLOGIA DA INFORMACãO
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,12900.0,44905232,MOBILIARIO EM GERAL
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,4328932.0,44905233,"MATERIAL EDUCATIVO,CULTURAL E RECREATIVO"
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,5195579.08,44905234,OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,7370147.61,44905235,"EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO"
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,3018673.73,44909301,INDENIZACOES E RESTITUICOES DIVERSAS
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,78206.93,33901401,DIARIAS PESSOAL CIVIL
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,23327.3,33903024,OUTROS COMBUSTIVEIS E LUBRIFICANTES
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,16711.85,33903025,GASOLINA AUTOMOTIVA-REEMBOLSO
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,73000.0,33903027,ETANOL AUTOMOTIVO-REEMBOLSO
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,127000.0,33903028,DIESEL AUTOMOTIVO-REEMBOLSO
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,1931.24,33903342,PASSAGENS AEREAS        EXERCICIO ANTERIOR.
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,135920.5,33903501,"OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA"
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,163500.0,33903945,OUTROS SEGUROS
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,735199.52,33903950,SERVICOS DE MONITORIA
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,1656447.99,33903979,CONSERVACAO E MANUTENCAO DE IMOVEIS
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,376879.56,33903980,CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,7245.0,33903991,LOCACAO DE IMOVEIS
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,261572.59,33903999,OUTROS SERVICOS DE TERCEIROS
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,19208153.46,33904090,SERVIçOS DE TECNOLOGIA DA INFORMAçãO
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,1459521.75,33904112,CONTRIBUICOES A EMPRESAS ESTATAIS
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,241558.67,33904113,CONTRIBUICOES A AUTARQUIAS E FUNDACOES
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,5279636.88,44903501,"SERV. DE CONSULTORIA, ASSESSORIA E AUDITORIA"
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,738063.86,44903515,SERVICOS DE CONSULT.ASSESS.PARA INVESTIMENTO
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,12915758.92,44905110,ESTUDOS E PROJETOS
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,15134816.24,44905111,GERENCIAMENTO DE OBRAS
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,1233357.51,44905112,INSTALACOES
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,699321678.83,44905130,EXECUCAO DE OBRAS E INSTALACOES
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,2129601.45,44905210,VEICULOS DIVERSOS
